REB	Rebels
dakota_area	North Dakota
south_dakota_area	3South Dakota
minnessota_area	Minnesota
upper_missouri_area	Upper Missouri
badlands_area	Badlands
llano_estacado_area	Llano Estacado
coastal_prarie_area	Coastal Prairie
texas_area	Texas
texas_plains_area	Texas Plains
oregon_area	Oregon
columbia_river_area	Columbia River
snake_river_area	Snake River
salish_sea_area	Puget Sound
interior_plateau_area	Interior Plateau
hecate_strait_area	Hecate Strait
alaska_area	Western Alaska
east_alaska_area	Alaska Panhandle
lower_acadia_area	Lower Acadia
straits_of_georgia_area	Straits of Georgia
upper_acadia_area	Upper Acadia
st_john_valley_area	St John's Valley
newfoundland_area	Newfoundland
labrador_area	Labrador
cote_nord_area	Cote Nord
notre_dame_mountains_area	Québec
lower_canada_area	Lower Canada
trois_rivieres_area	Trois-Rivieres
upper_canada_area	Upper Canada
laurentian_area	Laurentia
upper_ontario_area	Upper Ontario
huronia_area	Huronia
ottawa_valley_area	Ottawa Valley
james_bay_area	James Bay
inner_ontario_area	Abitibi
hudson_bay_area	Hudson Bay
red_river_area	Red River of the North
manitoba_area	Manitoba
assiniboia_area	Assiniboia
saskatchewan_area	Saskatchewan
prairies_area	Alberta
athabasca_area	Athabasca
northeast_mexico_area	Coahuila
durango_area	Durango
chihuahua_area	Chihuahua
pecos_area	Pecos
rio_grande_area	Tamaulipas
sonora_area	Sonora
new_mexico_area	New Mexico
apacheria_area	Apacheria
colorado_plateau_area	Colorado Plateau
arizona_area	Arizona
california_area	Alta California
central_valley_area	Central Valley
northern_california_area	North California
baja_california_area	Baja California
jalisco_area	Jalisco
nayarit_area	Nayarit
michoacan_area	Michoacan
tierra_caliente_area	Tierra Caliente
gran_chichimeca_area	Gran Chichimeca
guanajuato_area	Guanajuato
zacatecas_area	Zacatecas
mexico_area	Mexico
puebla_area	Puebla
guerrero_area	Guerrero
oaxaca_area	Oaxaca
mixteca_area	Mixteca
eastern_mexico_area	Veracruz
huasteca_area	Huasteca
chiapas_area	Chiapas
yucatan_area	West Yucatan
east_yucatan_area	East Yucatan
campeche_area	Campeche
guatemala_area	Guatemala
guatemala_lowlands_area	Guatemala Lowlands
honduras_area	Honduras
nicaragua_area	Nicaragua
costa_rica_area	Costa Rica
panama_area	Panama
cuba_area	West Cuba
east_cuba_area	East Cuba
hispaniola_area	Haiti
dominica_area	Dominica
greater_antilles_area	Greater Antilles
lucayan_area	Lucayan Archipelago
leeward_islands_area	Leeward Islands
windward_islands_area	Windward Islands
transvaal_area	Transvaal
pomerelia_area	Pomerelia
magadan_area	Magadan
netherlands_area	Netherlands
indonesian_islands_area	Indonesian Islands
iceland_area	Iceland
south_laos_area	South Laos
random_new_world_region	New World's Ocean
france_region	France
scandinavia_region	Scandinavia
low_countries_region	Low Countries
italy_region	Italy
north_german_region	North Germany
south_german_region	South Germany
russia_region	Russia
ural_region	Ural
iberia_region	Iberia
british_isles_region	Britain
baltic_region	Baltic
poland_region	Poland
ruthenia_region	Ruthenia
crimea_region	Pontic Steppe
balkan_region	Balkans
carpathia_region	Carpathia
egypt_region	Egypt
maghreb_region	Maghreb
mashriq_region	Mashriq
anatolia_region	Anatolia
persia_region	Persia
khorasan_region	Khorasan
caucasia_region	Caucasia
arabia_region	Arabia
niger_region	Niger
guinea_region	Guinea
sahel_region	Sahel
horn_of_africa_region	Horn of Africa
east_africa_region	East Africa
central_africa_region	Central Africa
kongo_region	Congo
central_asia_region	Central Asia
south_africa_region	South Africa
west_siberia_region	West Siberia
east_siberia_region	East Siberia
mongolia_region	Mongolia
manchuria_region	Manchuria
korea_region	Korea
tibet_region	Tibet
hindusthan_region	Hindustan
bengal_region	Bengal
west_india_region	Western India
deccan_region	Deccan
coromandel_region	Coromandel
burma_region	Burma
japan_region	Japan
australia_region	Australia
south_china_region	South China
xinan_region	Xinan
north_china_region	North China
brazil_region	Brazil
la_plata_region	La Plata
colombia_region	Colombia
peru_region	Peru
upper_peru_region	Upper Peru
malaya_region	Malaya
moluccas_region	Moluccas
indonesia_region	Indonesia
oceanea_region	Oceania
indo_china_region	Indochina
canada_region	Canada
great_lakes_region	Great Lakes
northeast_america_region	Northeast
mississippi_region	Mississippi
great_plains_region	Great Plains
california_region	California
cascadia_region	Cascadia
hudson_bay_region	Hudson Bay
mexico_region	Mexico
rio_grande_region	Rio Grande
central_america_region	Central America
carribeans_region	Caribbeans
baltic_sea_region	Baltic Sea
north_atlantic_region	North Atlantic
american_east_coast_region	American East Coast
mediterrenean_region	Mediterranean
caribbean_sea_region	Caribbean Sea
west_african_sea_region	West African Sea
west_indian_ocean_region	Western Indian Ocean
arabian_sea_region	Arabian Sea
east_indian_ocean_region	Eastern Indian Ocean
south_indian_ocean_region	South Indian Ocean
south_china_sea_region	South China Sea
east_china_sea_region	East China Sea
north_west_pacific_region	North West Pacific
south_west_pacific_region	South West Pacific
south_east_pacific_region	South East Pacific
north_east_pacific_region	North East Pacific
pacific_south_america_region	Pacific South America
atlantic_south_america_region	Atlantic South America
south_atlantic_region	South Atlantic
india_superregion	India
east_indies_superregion	East Indies
oceania_superregion	Oceania
china_superregion	China
europe_superregion	Western Europe
eastern_europe_superregion	Eastern Europe
tartary_superregion	Tartary
far_east_superregion	Far East
africa_superregion	Northern Africa
southern_africa_superregion	Southern Africa
south_america_superregion	Amazonia
andes_superregion	Andes
north_america_superregion	North America
central_america_superregion	Central America
near_east_superregion	Levant
persia_superregion	Persia
new_world_superregion	The New World
west_american_sea_superregion	East Pacific
east_american_sea_superregion	West Atlantic
north_european_sea_superregion	North Atlantic
south_european_sea_superregion	Mediterranean Sea
west_african_sea_superregion	East Atlantic
east_african_sea_superregion	Western Indian Ocean
indian_pacific_sea_superregion	Indian Ocean
north_pacific_sea_superregion	West Pacific
europe	Europe
asia	Asia
africa	Africa
north_america	North America
south_america	South America
oceania	Oceania
island_check_provinces	island_check_provinces
new_world	New World

# Personalities and Traits
accomplished_sailor_personality	Accomplished Sailor
architectural_visionary_personality	Architectural Visionary
babbling_buffoon_personality	Babbling Buffoon
battlefield_medic_personality	Battlefield Medic
benevolent_personality	Benevolent
bold_fighter_personality	Bold Fighter
born_to_the_saddle_personality	Born to the Saddle
buccaneer_personality	Buccaneer
calm_personality	Calm
cannoneer_personality	Cannoneer
careful_personality	Careful
charismatic_negotiator_personality	Charismatic Negotiator
conqueror_personality	Conqueror
craven_personality	Craven
cruel_personality	Cruel
cruel_tactician_personality	Cruel Tactician
cuirassier_leader_personality	Cuirassier Leader
cunning_navigator_personality	Cunning Navigator
defensive_planner_personality	Defensive Planner
drunkard_personality	Indulgent
embezzler_personality	Embezzler
entrepreneur_personality	Entrepreneur
expansionist_personality	Expansionist
extortioner_personality	Extortioner
fertile_personality	Fertile
fierce_negotiator_personality	Fierce Negotiator
free_thinker_personality	Free Thinker
frontline_holder_personality	Frontline Holder
glory_seeker_personality	Glory Seeker
goal_oriented_personality	Goal Oriented
great_explorer_personality	Great Explorer
greedy_personality	Greedy
hardy_warrior_personality	Hardy Warrior
immortal_personality	Immortal
incorruptible_personality	Incorruptible
industrious_personality	Industrious
infertile_personality	Infertile
inspirational_captain_personality	Inspirational Captain
inspirational_leader_general_personality	Inspirational Leader
inspiring_leader_personality	Inspiring Leader
intricate_web_weaver_personality	Intricate Webweaver
ironside_personality	Ironside
just_personality	Just
kind_hearted_personality	Kind-Hearted
lawgiver_personality	Lawgiver
level_headed_personality	Level-Headed
loose_lips_personality	Loose Lips
malevolent_personality	Malevolent
martial_educator_personality	Martial Educator
master_of_arms_personality	Master of Arms
midas_touched_personality	Midas Touched
naive_personality	Naive Enthusiast
naval_cannoneer_personality	Naval Cannoneer
naval_engineer_personality	Naval Engineer
naval_gunner_personality	Naval Gunner
naval_showman_personality	Naval Showman
naval_strategist_personality	Naval Strategist
navigator_personality	Navigator
obsessive_perfectionist_personality	Obsessive Perfectionist
pious_personality	Pious
prize_hunter_personality	Prize Hunter
ram_raider_personality	Ram Raider
righteous_personality	Righteous
ruthless_blockader_personality	Ruthless Blockader
ruthless_personality	Ruthless
scholar_personality	Scholar
secretive_personality	Secretive
siege_specialist_personality	Siege Specialist
silver_tongue_personality	Silver Tongue
sinner_personality	Sinner
strict_drillmaster_personality	Strict Drillmaster
strict_personality	Strict
tactical_genius_personality	Tactical Genius
tolerant_personality	Tolerant
well_advised_personality	Well Advised
well_connected_personality	Well Connected
wooden_waller_personality	Wooden Waller
zealot_personality	Zealot

army_organiser	Army Organizer
army_reformer	Army Reformer
artist	Artist
colonial_governor	Colonial Governor
commandant	Commandant
diplomat	Diplomat
fortification_expert	Military Engineer
grand_captain	Grand Captain
inquisitor	Inquisitor
master_of_mint	Master of Mint
natural_scientist	Natural Scientist
naval_reformer	Naval Reformer
navigator	Navigator
philosopher	Philosopher
quartermaster	Quartermaster
recruitmaster	Master Recruiter
spymaster	Spymaster
statesman	Statesman
theologian	Theologian
trader	Trader
treasurer	Treasurer

### Buildings
barracks	Barracks
coastal_defence	Coastal Defence
conscription_center	Conscription Center
counting_house	Counting House
courthouse	Courthouse
dock	Dock
drydock	Drydock
farm_estate	Farm Estate
fort_15th	Castle
fort_16th	Bastion
fort_17th	Star Fort
fort_18th	Fortress
furnace	Furnace
grand_shipyard	Grand Shipyard
impressment_offices	Impressment Offices
manufactory	Manufactory
marketplace	Marketplace
mills	Mill
naval_battery	Naval Battery
plantations	Plantation
ramparts	Ramparts
regimental_camp	Regimental Camp
shipyard	Shipyard
soldier_households	Soldier's Households
state_house	State House
stock_exchange	Stock Exchange
temple	Temple
textile	Textile Manufactory
town_hall	Town Hall
trade_depot	Trade Depot
tradecompany	Trade Station
training_fields	Training Fields
university	University
weapons	Weapons Manufactory
wharf	Naval Equipment Manufactory
workshop	Workshop

### DLC
100YearsWarUnitPackDLC	100 Years War Unit Pack
HorsemenoftheCrescentDLC	Horsemen of the Crescent
WingedHussarsUnitPackDLC	Winged Hussars Unit Pack
StarandCrescentDLC	Star and Crescent
AmericanDreamDLC	American Dream
PurplePhoenixDLC	Purple Phoenix
NationalMonumentsDLC	National Monuments
NationalMonumentsIIDLC	National Monuments II
ConquestofConstantinopleMusicPackDLC	Conquest of Constantinople Music Pack
ConquestofParadiseDLC	Conquest of Paradise
WealthofNationsDLC	Wealth of Nations
ElDoradoDLC	El Dorado
CommonSenseDLC	Common Sense
TheCossacksDLC	The Cossacks
MareNostrumDLC	Mare Nostrum
MuslimAdvisorPortraitsDLC	Muslim Advisor Portraits
RightsofManDLC	Rights of Man
MandateofHeavenDLC	Mandate of Heaven
ThirdRomeDLC	Third Rome
CradleofCivilizationDLC	Cradle of Civilization
RuleBritanniaDLC	Rule Britannia
DharmaDLC	Dharma
DharmaMuslimUnitPackDLC	Dharma - Indian Sultanate Pack
DharmaHinduUnitPackDLC	Dharma - Hindu Unit Pack
GoldenCenturyDLC	Golden Century
EmperorDLC	Emperor
HicSuntDraconesDLC	Hic Sunt Dracones
ResPublicaDLC	Res Publica
ArtofWarDLC	Art of War
LionsOfTheNorthDLC	Lions of the North
OriginsDLC	Origins

### Idea Groups
administrative_ideas	Administrative Ideas
aristocracy_ideas	Aristocratic Ideas
court_ideas	Court Ideas
defensive_ideas	Defensive Ideas
diplomatic_ideas	Diplomatic Ideas
economic_ideas	Divine Ideas
expansion_ideas	Economic Ideas
exploration_ideas	Espionage Ideas
horde_gov_ideas	Expansion Ideas
humanist_ideas	Exploration Ideas
indigenous_ideas	Horde Ideas
influence_ideas	Humanist Ideas
infrastructure_ideas	Indigenous Ideas
innovativeness_ideas	Influence Ideas
maritime_ideas	Infrastructure Ideas
mercenary_ideas	Innovative Ideas
naval_ideas	Maritime Ideas
offensive_ideas	Mercenary Ideas
plutocracy_ideas	Naval Ideas
quality_ideas	Offensive Ideas
quantity_ideas	Plutocratic Ideas
religious_ideas	Quality Ideas
spy_ideas	Quantity Ideas
theocracy_gov_ideas	Religious Ideas
trade_ideas	Trade Ideas

#Tehcnology
indian	Indian
muslim	Muslim
chinese	Chinese
east_african	East African

### Trade Goods
amber	Amber
apiculture	Beekeeping
beer	Beer
camel	Camels
cannon	Cannons
carpet	Carpet
champagne	Champagne
cheese	Cheese
chinaware	Chinaware
chocolate	Chocolate
cigars	Cigars
cinnamon	Cinnamon
citrus	Citrus
cloth	Cloth
cloves	Cloves
coal	Coal
cocoa	Cocoa
coffee	Coffee
copper	Copper
cotton	Cotton
dates	Dates
dyes	Dyes
ebony	Ebony
elephants	Elephants
exotic_animals	Exotic Animals
exotic_fur	Exotic Fur
fish	Fish
fur	Fur
fur_clothing	Fur Clothing
gems	Gems
glass	Glass
gold	Gold
grain	Grain
gunpowder	Gunpowder
horses	Horses
incense	Incense
indigo	Indigo Dye
iron	Iron
ivory	Ivory
jade	Jade
jade_sculptures	Jade Sculptures
jewellery	Jewellery
lead	Lead
leather	Leather
livestock	Livestock
llama	Llama
lumber	Lumber
maize	Maize
maple_syrup	Maple Syrup
marble	Marble
marble_sculpture	Marble Sculptures
mercury	Mercury
metalworking	Metalworking
millet	Millet
munitions	Munitions
naval_supplies	Naval Supplies
nutmeg	Nutmeg
olive_oil	Olives
opium	Opium
optics	Optics
palm_oil	Palm Oil
paper	Paper
pearls	Pearls
potato	Potatoes
rice	Rice
rum	Rum
saffron	Saffron
salt	Salt
sea_turtle	Sea Turtles
seafood	Seafood
silk	Silk
silver	Silver
slaves	Slaves
spices	Spices
steam_engine	Steam Engine
String_Instruments	String Instruments
sugar	Sugar
sulfur	Sulfur
tar	Tar
tea	Tea
tin	Tin
tobacco	Tobacco
tomato	Tomatoes
tropical_wood	Tropical Wood
uniforms	Uniforms
vanilla	Vanilla
whaling	Whales
wine	Wine
woodworking	Woodworking
wool	Wool
zinc	Zinc
